2016-09-28 13:46:12,375 - 用户登录
2016-09-28 13:46:12,376 - 用户登录2
2016-09-28 13:48:56,782 - 执行程序
2016-09-28 13:49:18,500 - 执行程序
2016-09-28 13:50:07,467 - 执行程序
2016-09-29 18:33:58,763 - 学生选课系统程序-学生端运行

2016-09-30 10:30:47,987 - 学生选课系统程序-学生端运行
2016-09-30 10:31:06,587 - 学生选课系统程序-学生端运行
2016-09-30 10:31:26,554 - 王明 用户登录成功 - 学生端
2016-09-30 10:31:43,740 - 王明 用户退出登录
2016-09-30 10:31:51,737 - 学生选课系统程序-学生端运行
2016-09-30 10:31:56,777 - 王明 用户登录成功 - 学生端
2016-09-30 10:32:23,471 - 学生选课系统-管理员端运行
2016-09-30 10:32:38,241 - 学生选课系统-管理员端运行
2016-09-30 10:32:47,769 - 学生选课系统-管理员端运行
2016-09-30 10:32:52,244 - root 用户登录成功
2016-09-30 10:35:08,660 - 创建了新老师 张晓宇 信息
2016-09-30 10:35:48,615 - root 创建了新的课程 数学
2016-09-30 10:36:36,775 - 王明 用户选课 数学 成功 - 学生端
2016-09-30 10:40:37,854 - 学生选课系统程序-学生端运行
2016-09-30 10:40:43,402 - 王明 用户登录成功 - 学生端
2016-09-30 10:41:02,028 - 王明 用户 mysql 上课 - 学生端
2016-09-30 10:41:38,725 - 王明 用户 mysql 上课 - 学生端
2016-09-30 10:43:40,111 - 学生选课系统程序-学生端运行
